Hash Size,Image Shape,Image Type,C-Val,Accuracy,Precision,Recall,Fit Time,Average Query Time
8,"(128, 64)",blackwhite/full_image,0.01,0.49946666666666667,0.0,0.0,8.20799994468689,0.00039093335469563803
8,"(128, 64)",blackwhite/full_image,0.1,0.5090666666666667,0.5076077768385461,0.6398508257858284,8.688999891281128,0.00037546666463216145
8,"(128, 64)",blackwhite/full_image,10.0,0.5090666666666667,0.5076077768385461,0.6398508257858284,8.483999967575073,0.0003789333343505859
8,"(128, 64)",blackwhite/full_image,100.0,0.5090666666666667,0.5076077768385461,0.6398508257858284,9.567000150680542,0.0003991999944051107
8,"(128, 64)",blackwhite/full_image,1000.0,0.5090666666666667,0.5076077768385461,0.6398508257858284,8.893999814987183,0.00038880001703898114
8,"(128, 64)",grayscale/string_image,0.001,0.4938666666666667,0.4938666666666667,1.0,4.558000087738037,0.00019439999262491861
8,"(128, 64)",grayscale/string_image,0.01,0.4938666666666667,0.4938666666666667,1.0,4.436000108718872,0.0002094666798909505
8,"(128, 64)",grayscale/string_image,0.1,0.4938666666666667,0.4938666666666667,1.0,4.860000133514404,0.0002066666603088379
8,"(128, 64)",grayscale/string_image,10.0,0.4936,0.49370479507098847,0.9951403887688985,4.562999963760376,0.00018959999084472656
8,"(128, 64)",grayscale/string_image,100.0,0.4936,0.49370479507098847,0.9951403887688985,4.472999811172485,0.00018813333511352539
